,encoding_dim,hidden_size,num_epochs,val_loss,val_acc,val_mean_squared_error,val_binary_accuracy,val_binary_crossentropy,val_kullback_leibler_divergence,loss,acc,mean_squared_error,binary_accuracy,binary_crossentropy,kullback_leibler_divergence,mean_correlation,no_hidden_layers,elapsed_time,description
19,20.0,100.0,99.0,0.21000953503222086,0.9193608877747232,0.0610086189384752,0.9193608877747232,0.20559398204045165,158.01325900317042,0.2065832356130331,0.920264090418742,0.06012888600438322,0.920264090418742,0.2021671617013569,155.1746168154238,0.4067239542449397,1.0,,
20,20.0,50.0,99.0,0.21701925761520605,0.9164566427684484,0.06327336528694967,0.9164566427684484,0.213398444600902,164.72518829360396,0.2150118873162949,0.9170180361993407,0.06275406014770574,0.9170180361993407,0.2113680021724003,162.82927767149226,0.3857628456460912,1.0,,
21,20.0,200.0,99.0,0.20718767167314286,0.9209114721203632,0.0598548623834112,0.9209114721203632,0.20158156149222065,155.54958591305066,0.20045150435836528,0.9227676822203632,0.05806832043167361,0.9227676822203632,0.19481619719052085,149.25015471571115,0.4167773404255012,1.0,,
22,20.0,100.0,99.0,0.20994670560254347,0.9196401597045052,0.06089822953790211,0.9196401597045052,0.2053181445262842,157.64658019314263,0.2062994692092409,0.9206536935938948,0.059940887591318985,0.9206536935938948,0.2016680305132359,154.85120675591293,0.407625777148552,1.0,,
23,20.0,100.0,80.0,0.2068276088787032,0.919200239017369,0.06105327594758056,0.919200239017369,0.20541977697143085,157.61774711039533,0.202310710143179,0.9204717454074348,0.05988706986228628,0.9204717454074348,0.20090499557408065,153.99961101342183,0.40585791567599416,1.0,,
24,20.0,100.0,84.0,0.20626412010072345,0.9195380806406358,0.06088363487393625,0.9195380806406358,0.20491692101834885,158.15754859568008,0.2017248898415221,0.920775552325879,0.05971322293103841,0.920775552325879,0.2003800252218635,153.642104777576,0.407382495898732,2.0,,
25,20.0,100.0,78.0,0.21482183438083216,0.9171538513844324,0.06310063417665535,0.9171538513844324,0.2140941808774142,166.33067625483815,0.21298892379530812,0.9176412141368888,0.06262998782271102,0.9176412141368888,0.2122607992482537,164.23580852498233,0.3828497948835881,0.0,,
26,20.0,100.0,99.0,0.20542792443421004,0.9198447961674094,0.06060151857542315,0.9198447961674094,0.20395977262642495,157.21294297506216,0.20082222313071904,0.921073913260406,0.059425320984825815,0.921073913260406,0.1993553328045076,152.67992735169156,0.4096095138420208,1.0,,
27,20.0,100.0,63.0,0.2072969359879776,0.9190830207008779,0.06123939195058641,0.9190830207008779,0.20616476066163025,158.04493319162913,0.20374298813090527,0.9200943676699258,0.060302006553851276,0.9200943676699258,0.20261288660120388,155.57690219800443,0.4044923616736117,2.0,,
28,20.0,100.0,92.0,0.20892139731632384,0.9183211024931318,0.061759169650841175,0.9183211024931318,0.2075997686265579,160.08413039066497,0.2046512744687164,0.9195649666645516,0.06062923383789527,0.9195649666645516,0.2033317921956984,155.95597882129005,0.4016056861664745,3.0,,
29,20.0,100.0,77.0,0.21495657372084384,0.9171098120234366,0.06313892147419943,0.9171098120234366,0.21423483597841986,166.10256189264584,0.21301891412408394,0.9176508189491625,0.06263254660522327,0.9176508189491625,0.2122969221770241,164.33978789398782,0.3825195137816629,0.0,,
30,20.0,100.0,99.0,0.2062238069210824,0.9195457597908402,0.060859726204011776,0.9195457597908402,0.20476435739143456,156.83985129784782,0.20173067770259054,0.9207564966279314,0.05969553232378171,0.9207564966279314,0.20027229598748225,153.4598644321549,0.4075880985518708,1.0,,
31,20.0,100.0,52.0,0.20810484301888948,0.9187690140825656,0.061356300864589285,0.9187690140825656,0.20607742082917696,157.7812728786331,0.200213141613914,0.9209424682763384,0.05929725925346532,0.9209424682763384,0.19819096963627708,151.26112790852508,0.4048548765363202,2.0,,
32,20.0,100.0,52.0,0.21758041779582868,0.9152479043991796,0.06410454471537742,0.9152479043991796,0.2151848773199833,165.03507632832716,0.2076793046490504,0.918013514908906,0.061506590082861926,0.918013514908906,0.20529209831357145,156.71242625350456,0.3819008287604361,3.0,,
33,20.0,150.0,143.0,0.2053485074393957,0.9201061503612828,0.060394210793834835,0.9201061503612828,0.2032436886184424,156.38313965372703,0.1979761699107941,0.922216634624728,0.058466372071179926,0.922216634624728,0.19587249774066173,149.99820713824317,0.4115043277247624,1.0,,
34,20.0,150.0,199.0,0.21566486168234866,0.91694919243993,0.06324855215958695,0.91694919243993,0.21533283400862727,166.11818857500631,0.21416631785336648,0.9173335710151064,0.06288028909737634,0.9173335710151064,0.21383427202161584,164.57870701970475,0.37975832269024395,0.0,,
35,20.0,150.0,59.0,0.2148899295336361,0.9170170074078574,0.06316316959465647,0.9170170074078574,0.21417166376177027,166.42801759781375,0.21304500276512686,0.917551543674393,0.0626748966485416,0.917551543674393,0.21232735121046034,164.36167471294513,0.3828317875921288,0.0,265.8644633293152,tied_layers set to False now
36,20.0,150.0,34.0,0.3526574725391891,0.8881425709866766,0.0884026152759317,0.8881425709866766,0.3078676814320114,212.00832207008918,0.33948411993773914,0.8879794797798728,0.08862119607805148,0.8879794797798728,0.3088156395082777,211.59156277421383,0.05345985911938535,0.0,150.02117228507998,orthogonality_constraint True
37,20.0,150.0,106.0,0.29589391055736164,0.8881232240478982,0.08719070059824402,0.8881232240478982,0.2957956821027718,235.00121126280533,0.29628718029795137,0.8879646707043636,0.08731932803456248,0.8879646707043636,0.29619911804979737,235.28131796939041,0.055795990096918616,0.0,507.3881719112396,uncorrelated_features True
38,20.0,150.0,5.0,0.71995853885298,0.8881154487554305,0.09111629846610296,0.8881154487554305,0.31995994503760944,193.182076353423,0.7192128487032041,0.8879340778733602,0.09107098992014047,0.8879340778733602,0.31921426012213744,193.75477713147168,0.04510483044642055,0.0,36.90787672996521,unit_norm True
39,20.0,150.0,93.0,0.29597536434218125,0.8881219506206338,0.08719478960673167,0.8881219506206338,0.29585836042448715,234.57099553541204,0.2963911837592996,0.8879494871483895,0.08732630389800465,0.8879494871483895,0.29627461876536954,234.95152380203763,0.05449896286323733,0.0,421.63864374160767,regularizer_weight=10e-7
40,20.0,150.0,92.0,0.29680330857211257,0.8880470540125208,0.08734722960064144,0.8880470540125208,0.2964561115162959,234.0707713347992,0.2972279479894569,0.8878525002899599,0.08748906098158814,0.8878525002899599,0.296907764149929,234.59622656739842,-0.0013106580852281465,1.0,500.1616005897522,regularizer_weight=10e-7
41,20.0,150.0,121.0,0.29619995150132195,0.8881115815130977,0.08723283690877069,0.8881115815130977,0.2959615925268652,235.19252756015004,0.296670925700336,0.8879351446786099,0.08737610749253985,0.8879351446786099,0.2964098229060752,235.34555326636487,,2.0,981.03032040596,regularizer_weight=10e-7
42,20.0,150.0,107.0,0.2967308254585165,0.8880435009902639,0.08732768372885011,0.8880435009902639,0.29631350353812164,234.11984340500592,0.29704428181919434,0.8878887154309295,0.08742994106169846,0.8878887154309295,0.29665584440775944,234.52161264856068,,3.0,1020.6495802402496,regularizer_weight=10e-7
43,20.0,150.0,113.0,0.2964311852527457,0.8881336206820474,0.08727224838162594,0.8881336206820474,0.29611757541426,234.80790766723808,0.2968716817616749,0.8879093523044285,0.08740718173466455,0.8879093523044285,0.2965414798692853,234.9249738210045,0.0035453901295617977,4.0,1215.3088698387144,regularizer_weight=10e-7
44,20.0,100.0,99.0,0.205229832446512,0.920013983139466,0.06051182728305595,0.920013983139466,0.2037650184988344,156.98309930058468,0.20063569612056475,0.9212485063869316,0.05933908536190559,0.9212485063869316,0.19917183100713565,152.67033078709738,0.4099064963404159,1.0,503.51549911499023,regularizer_weight=10e-7 argument fixed
45,20.0,100.0,99.0,0.2030151607801436,0.9210017488332224,0.059866562300237486,0.9210017488332224,0.2018842222501753,156.46893137755967,0.19950483527552412,0.9219094996111266,0.058973817101314475,0.9219094996111266,0.1983759076927044,152.62125981842968,0.41623059998849216,1.0,492.692786693573,"[1, 0, 0, 0]"
46,20.0,100.0,16.0,0.3888824854611088,0.8881423453843875,0.09181435201738566,0.8881423453843875,0.32526939852225073,194.7695543960476,0.3980992462616607,0.8879912721501781,0.092400004324193,0.8879912721501781,0.3276516542228085,193.5334590699626,0.048584537190750635,1.0,113.71531224250792,"[0, 1, 0, 0]"
47,20.0,100.0,99.0,0.2038598959096992,0.9205348003926505,0.060086820759219964,0.9205348003926505,0.2022631172784889,155.0727601331877,0.1991267581955563,0.9218253835110546,0.05887218411676669,0.9218253835110546,0.1975312341703091,151.43902824701132,0.4133947987860929,1.0,487.56717324256897,"[0, 0, 1, 0]"
48,20.0,100.0,64.0,0.2341613430757619,0.908214640215606,0.06947267982583237,0.908214640215606,0.2339213449735737,180.72333389157336,0.2334021653163503,0.9083851328730916,0.06927411117499656,0.9083851328730916,0.23316216721416216,179.1919206947573,0.3352729573559598,1.0,316.6750688552856,"[0, 0, 0, 1]"
49,20.0,100.0,29.0,0.334825972435735,0.889603628019444,0.08584950341447133,0.889603628019444,0.2960897703008923,213.50984959756173,0.3361189309056149,0.8892219655259207,0.0860705785182974,0.8892219655259207,0.296972003951333,213.23366734841647,0.19193072487591226,1.0,170.55091285705566,regularizer_weight = 1e-08
50,20.0,100.0,21.0,0.3511583745594374,0.8890383224620461,0.08805684885211902,0.8890383224620461,0.3087421000118605,201.5741353005128,0.3470067332214204,0.8888044886399519,0.0884231400042129,0.8888044886399519,0.3103599350680178,200.670051865292,0.1652228575128316,1.0,123.1973819732666,regularizer_weight = 1e-07
51,20.0,100.0,32.0,0.3580273311787864,0.8899361944164171,0.08545153658580598,0.8899361944164171,0.2935511987859031,216.85515219293998,0.33028903405512444,0.8898241933623736,0.08562159822750254,0.8898241933623736,0.2942377328137624,216.78795785283768,0.1913820708946088,1.0,174.44073176383972,regularizer_weight = 1e-05
52,20.0,100.0,17.0,0.3912246138761408,0.8885396411112426,0.09046240375342712,0.8885396411112426,0.3202881426523096,192.80639655196327,0.3562380069093641,0.888355345728388,0.0910109717163699,0.888355345728388,0.32254768456175786,191.50208492393952,0.15285058055678538,1.0,100.94798970222472,regularizer_weight = 0.0001
53,20.0,100.0,27.0,0.3451352679821293,0.8898800460260305,0.08580769950888968,0.8898800460260305,0.2969973239464776,210.82274519911624,0.3342648068570957,0.889720382828055,0.08601308430604711,0.889720382828055,0.29789197730315803,210.3301903110796,0.19281877401055889,1.0,153.36078453063962,regularizer_weight = 1e-06
