immigration_sentiment_factor_raw,Immigration: Bad(0) <-> Good(100){uniform},id
0,50,875
0,96,876
0,22,877
0,39,878
0,4,879
0,63,880
0,61,881
0,77,882
0,100,883
0,20,884
0,86,885
0,33,886
0,9,887
0,1,888
0,87,889
0,86,890
0,2,891
0,95,892
0,96,893
0,76,894
0,94,895
0,85,896
0,0,897
0,76,898
0,77,899
0,24,900
0,48,901
0,55,902
0,56,903
0,16,904
0,91,905
0,6,906
0,100,907
0,81,908
0,74,909
0,70,910
0,14,911
0,100,912
0,92,913
0,23,914
0,61,915
0,94,916
0,10,917
0,3,918
0,96,919
0,98,920
0,65,921
0,32,922
0,82,923
0,3,924
0,76,925
0,85,926
0,73,927
0,79,928
0,9,929
0,86,930
0,97,931
0,100,932
0,78,933
0,1,934
0,2,935
0,43,936
0,100,937
0,56,938
0,61,939
0,6,940
0,5,941
0,93,942
0,59,943
0,96,944
0,15,945
0,2,946
0,43,947
0,3,948
0,50,949
0,10,950
0,12,951
0,48,952
0,91,953
0,59,954
0,79,955
0,10,956
0,42,957
0,85,958
0,83,959
0,82,960
0,20,961
0,79,962
0,95,963
0,95,964
0,35,965
0,39,966
0,91,967
0,98,968
0,52,969
0,85,970
0,2,971
0,30,972
0,98,973
0,8,974
0,17,975
0,93,976
0,95,977
0,33,978
0,73,979
0,55,980
0,87,981
0,99,982
0,28,983
0,22,984
0,51,985
0,16,986
0,73,987
0,92,988
0,100,989
0,100,990
0,73,991
0,42,992
0,95,993
0,71,994
0,100,995
0,92,996
0,94,997
0,43,998
0,95,999
0,95,1000
0,81,1001
0,99,1002
0,43,1003
0,46,1004
0,100,1005
0,88,1006
0,70,1007
0,99,1008
0,38,1009
0,94,1010
0,8,1011
0,8,1012
0,98,1013
0,39,1014
0,2,1015
0,100,1016
0,67,1017
0,96,1018
0,69,1019
0,23,1020
0,92,1021
0,83,1022
0,48,1023
0,53,1024
0,22,1025
0,88,1026
0,23,1027
0,4,1028
0,89,1029
0,88,1030
0,77,1031
0,84,1032
0,70,1033
0,95,1034
0,100,1035
0,48,1036
0,46,1037
0,100,1038
0,28,1039
0,9,1040
0,83,1041
0,9,1042
0,88,1043
0,88,1044
0,57,1045
0,71,1046
0,93,1047
0,13,1048
0,91,1049
0,77,1050
0,62,1051
0,81,1052
0,41,1053
0,44,1054
0,74,1055
0,27,1056
0,77,1057
0,36,1058
0,91,1059
0,72,1060
0,81,1061
0,64,1062
0,80,1063
0,8,1064
0,68,1065
0,12,1066
0,69,1067
0,23,1068
0,34,1069
0,95,1070
0,1,1071
0,15,1072
0,92,1073
0,36,1074
0,12,1075
0,0,1076
0,97,1077
0,95,1078
0,24,1079
0,28,1080
0,8,1081
0,74,1082
0,5,1083
0,5,1084
0,91,1085
0,51,1086
0,62,1087
0,91,1088
0,89,1089
0,81,1090
0,3,1091
0,6,1092
0,14,1093
0,85,1094
0,17,1095
0,91,1096
0,1,1097
0,95,1098
0,95,1099
0,5,1100
0,96,1101
0,31,1102
0,85,1103
0,84,1104
0,93,1105
0,74,1106
0,3,1107
0,37,1108
0,83,1109
0,12,1110
0,73,1111
0,94,1112
0,8,1113
0,19,1114
0,89,1115
0,92,1116
0,65,1117
0,95,1118
0,67,1119
0,63,1120
0,10,1121
0,37,1122
0,98,1123
0,97,1124
0,69,1125
0,91,1126
0,6,1127
0,43,1128
0,97,1129
0,76,1130
0,48,1131
0,89,1132
0,45,1133
0,95,1134
0,11,1135
0,70,1136
0,20,1137
0,98,1138
0,99,1139
0,95,1140
0,36,1141
0,95,1142
0,12,1143
0,21,1144
0,43,1145
0,23,1146
0,68,1147
0,80,1148
0,67,1149
0,20,1150
0,83,1151
0,90,1152
0,87,1153
0,95,1154
0,78,1155
0,4,1156
0,1,1157
0,53,1158
0,83,1159
0,88,1160
0,72,1161
0,23,1162
0,97,1163
0,95,1164
0,4,1165
0,44,1166
0,26,1167
0,9,1168
0,97,1169
0,66,1170
0,74,1171
0,94,1172
0,68,1173
0,87,1174
0,90,1175
0,100,1176
0,86,1177
0,24,1178
0,89,1179
0,26,1180
0,83,1181
0,86,1182
0,31,1183
0,97,1184
0,73,1185
0,72,1186
0,51,1187
0,99,1188
0,81,1189
0,45,1190
0,93,1191
0,89,1192
0,97,1193
0,0,1194
0,35,1195
0,47,1196
0,66,1197
0,83,1198
0,69,1199
0,99,1200
0,11,1201
0,70,1202
0,90,1203
0,98,1204
0,92,1205
0,54,1206
0,0,1207
0,8,1208
0,7,1209
0,80,1210
0,28,1211
0,72,1212
0,100,1213
0,59,1214
0,98,1215
0,90,1216
0,21,1217
0,33,1218
0,18,1219
0,19,1220
0,0,1221
0,53,1222
0,0,1223
0,79,1224
0,100,1225
0,27,1226
0,35,1227
0,97,1228
0,2,1229
0,85,1230
0,76,1231
0,73,1232
0,8,1233
0,94,1234
0,3,1235
0,84,1236
0,79,1237
0,8,1238
0,17,1239
0,89,1240
0,21,1241
0,67,1242
0,35,1243
0,23,1244
0,70,1245
0,55,1246
0,2,1247
0,36,1248
0,63,1249
0,74,1250
0,1,1251
0,15,1252
0,96,1253
0,19,1254
0,88,1255
0,32,1256
0,82,1257
0,78,1258
0,97,1259
0,53,1260
0,86,1261
0,39,1262
0,60,1263
0,68,1264
0,46,1265
0,80,1266
0,71,1267
0,31,1268
0,99,1269
0,100,1270
0,97,1271
0,99,1272
0,2,1273
0,45,1274
0,100,1275
0,4,1276
0,18,1277
0,75,1278
0,21,1279
0,30,1280
0,99,1281
0,56,1282
0,23,1283
0,86,1284
0,27,1285
0,88,1286
0,54,1287
0,100,1288
0,46,1289
0,40,1290
0,93,1291
0,88,1292
0,0,1293
0,62,1294
0,100,1295
0,12,1296
0,57,1297
0,90,1298
0,91,1299
0,37,1300
0,93,1301
0,100,1302
0,34,1303
0,46,1304
0,32,1305
0,37,1306
0,90,1307
0,35,1308
0,88,1309
0,1,1310
0,72,1311
0,79,1312
0,91,1313
0,100,1314
0,3,1315
0,98,1316
0,91,1317
0,87,1318
0,8,1319
0,94,1320
0,1,1321
0,42,1322
0,92,1323
0,18,1324
0,14,1325
0,50,1326
0,84,1327
0,86,1328
0,12,1329
0,83,1330
0,86,1331
0,97,1332
0,67,1333
0,31,1334
0,24,1335
0,1,1336
0,99,1337
0,6,1338
0,74,1339
0,22,1340
0,2,1341
0,98,1342
0,16,1343
0,32,1344
0,39,1345
0,56,1346
0,0,1347
0,88,1348
0,90,1349
0,92,1350
0,13,1351
0,96,1352
0,46,1353
0,66,1354
0,83,1355
0,88,1356
0,51,1357
0,92,1358
0,69,1359
0,5,1360
0,1,1361
0,95,1362
0,18,1363
0,15,1364
0,4,1365
0,41,1366
0,4,1367
0,80,1368
0,38,1369
0,100,1370
0,98,1371
0,94,1372
0,4,1373
0,1,1374
0,92,1375
0,20,1376
0,99,1377
0,92,1378
0,51,1379
0,88,1380
0,95,1381
0,18,1382
0,65,1383
0,51,1384
0,4,1385
0,89,1386
0,78,1387
0,22,1388
0,52,1389
0,90,1390
0,84,1391
0,100,1392
0,89,1393
0,5,1394
0,8,1395
0,70,1396
0,67,1397
0,84,1398
0,5,1399
0,49,1400
0,24,1401
0,61,1402
0,18,1403
0,34,1404
0,54,1405
0,56,1406
0,66,1407
0,16,1408
0,58,1409
0,34,1410
0,28,1411
0,55,1412
0,82,1413
0,26,1414
0,53,1415
0,18,1416
0,9,1417
0,48,1418
0,93,1419
0,33,1420
0,2,1421
0,23,1422
0,18,1423
0,67,1424
0,1,1425
0,84,1426
0,14,1427
0,52,1428
0,14,1429
0,84,1430
0,11,1431
0,10,1432
0,61,1433
0,76,1434
0,11,1435
0,87,1436
0,73,1437
0,11,1438
0,8,1439
0,35,1440
0,22,1441
0,29,1442
0,29,1443
0,95,1444
0,6,1445
0,6,1446
0,87,1447
0,74,1448
0,73,1449
0,4,1450
0,97,1451
0,90,1452
0,77,1453
0,27,1454
0,84,1455
0,76,1456
0,20,1457
0,99,1458
0,17,1459
0,19,1460
0,33,1461
0,10,1462
0,42,1463
0,46,1464
0,21,1465
0,77,1466
0,96,1467
0,59,1468
0,91,1469
0,79,1470
0,90,1471
0,15,1472
0,36,1473
0,22,1474
0,74,1475
0,100,1476
0,93,1477
0,62,1478
0,20,1479
0,96,1480
0,99,1481
0,96,1482
0,95,1483
0,66,1484
0,68,1485
0,0,1486
0,100,1487
0,15,1488
0,92,1489
0,25,1490
0,88,1491
0,0,1492
0,6,1493
0,34,1494
0,70,1495
0,19,1496
0,50,1497
0,98,1498
0,22,1499
0,96,1500
0,13,1501
0,60,1502
0,67,1503
0,72,1504
0,96,1505
0,13,1506
0,4,1507
0,9,1508
0,37,1509
0,94,1510
0,43,1511
0,100,1512
0,100,1513
0,82,1514
0,95,1515
0,88,1516
0,59,1517
0,71,1518
0,98,1519
0,27,1520
0,4,1521
0,97,1522
0,94,1523
0,2,1524
0,0,1525
0,93,1526
0,100,1527
0,75,1528
0,25,1529
0,98,1530
0,51,1531
0,97,1532
0,87,1533
0,80,1534
0,21,1535
0,28,1536
0,98,1537
0,24,1538
0,9,1539
0,18,1540
0,69,1541
0,37,1542
0,36,1543
0,5,1544
0,5,1545
0,7,1546
0,6,1547
0,0,1548
0,17,1549
0,14,1550
0,87,1551
0,96,1552
0,99,1553
0,83,1554
0,6,1555
0,83,1556
0,98,1557
0,94,1558
0,91,1559
0,94,1560
0,17,1561
0,28,1562
0,91,1563
0,91,1564
0,39,1565
0,98,1566
0,10,1567
0,50,1568
0,82,1569
0,100,1570
0,90,1571
0,66,1572
0,84,1573
0,100,1574
0,73,1575
0,57,1576
0,5,1577
0,36,1578
0,58,1579
0,20,1580
0,95,1581
0,3,1582
0,11,1583
0,60,1584
0,84,1585
0,0,1586
0,3,1587
0,64,1588
0,96,1589
0,63,1590
0,15,1591
0,35,1592
0,88,1593
0,40,1594
0,37,1595
0,98,1596
0,8,1597
0,36,1598
0,93,1599
0,12,1600
0,59,1601
0,12,1602
0,69,1603
0,27,1604
0,37,1605
0,87,1606
0,29,1607
0,35,1608
0,5,1609
0,32,1610
0,17,1611
0,93,1612
0,90,1613
0,1,1614
0,3,1615
0,35,1616
0,9,1617
0,74,1618
0,7,1619
0,21,1620
0,14,1621
0,46,1622
0,63,1623
0,72,1624
0,77,1625
0,89,1626
0,76,1627
0,9,1628
0,79,1629
0,84,1630
0,63,1631
0,68,1632
0,84,1633
0,35,1634
0,1,1635
0,91,1636
0,47,1637
0,92,1638
0,81,1639
0,100,1640
0,15,1641
0,14,1642
0,35,1643
0,13,1644
0,91,1645
0,91,1646
0,5,1647
0,80,1648
0,41,1649
0,52,1650
0,84,1651
0,56,1652
0,26,1653
0,13,1654
0,64,1655
0,34,1656
0,100,1657
0,32,1658
0,21,1659
0,53,1660
0,100,1661
0,80,1662
0,29,1663
0,63,1664
0,93,1665
0,61,1666
0,12,1667
0,24,1668
0,86,1669
0,3,1670
0,80,1671
0,41,1672
0,9,1673
0,28,1674
0,99,1675
0,22,1676
0,25,1677
0,3,1678
0,37,1679
0,16,1680
0,9,1681
0,27,1682
0,42,1683
0,25,1684
0,80,1685
0,85,1686
0,1,1687
0,2,1688
0,74,1689
0,27,1690
0,44,1691
0,9,1692
0,42,1693
0,73,1694
0,65,1695
0,27,1696
0,40,1697
0,86,1698
0,44,1699
0,40,1700
0,0,1701
0,77,1702
0,76,1703
0,65,1704
0,10,1705
0,63,1706
0,74,1707
0,15,1708
0,16,1709
0,76,1710
0,96,1711
0,60,1712
0,89,1713
0,13,1714
0,43,1715
0,85,1716
0,27,1717
0,74,1718
0,76,1719
0,35,1720
0,66,1721
0,91,1722
0,16,1723
0,41,1724
0,56,1725
0,72,1726
0,36,1727
0,66,1728
0,15,1729
0,4,1730
0,100,1731
0,94,1732
0,88,1733
0,72,1734
0,28,1735
0,1,1736
0,24,1737
0,85,1738
0,11,1739
0,59,1740
0,81,1741
0,16,1742
0,44,1743
0,3,1744
0,85,1745
0,40,1746
0,42,1747
0,5,1748
0,100,1749
0,93,1750
0,99,1751
0,14,1752
0,88,1753
0,17,1754
0,17,1755
0,12,1756
0,0,1757
0,82,1758
0,52,1759
0,44,1760
0,93,1761
0,75,1762
0,97,1763
0,33,1764
0,16,1765
0,94,1766
0,10,1767
0,11,1768
0,84,1769
0,46,1770
0,0,1771
0,37,1772
0,24,1773
0,91,1774
0,30,1775
0,20,1776
0,75,1777
0,11,1778
0,82,1779
0,88,1780
0,75,1781
0,70,1782
0,6,1783
0,44,1784
0,79,1785
0,14,1786
0,91,1787
0,63,1788
0,96,1789
0,27,1790
0,75,1791
0,95,1792
0,44,1793
0,23,1794
0,69,1795
0,98,1796
0,90,1797
0,45,1798
0,40,1799
0,67,1800
0,6,1801
0,96,1802
0,24,1803
0,95,1804
0,79,1805
0,3,1806
0,83,1807
0,76,1808
0,86,1809
0,98,1810
0,17,1811
0,23,1812
0,36,1813
0,99,1814
0,85,1815
0,81,1816
0,14,1817
0,0,1818
0,100,1819
0,5,1820
0,30,1821
0,20,1822
0,95,1823
0,6,1824
0,11,1825
0,47,1826
0,14,1827
0,100,1828
0,93,1829
0,6,1830
0,99,1831
0,15,1832
0,17,1833
0,69,1834
0,22,1835
0,84,1836
0,94,1837
0,35,1838
0,2,1839
0,72,1840
0,14,1841
0,96,1842
0,42,1843
0,89,1844
0,100,1845
0,4,1846
0,100,1847
0,48,1848
0,83,1849
0,12,1850
0,30,1851
0,21,1852
0,24,1853
0,4,1854
0,29,1855
0,48,1856
0,74,1857
0,38,1858
0,30,1859
0,5,1860
0,100,1861
0,79,1862
0,98,1863
0,96,1864
0,87,1865
0,7,1866
0,39,1867
0,9,1868
0,62,1869
0,78,1870
0,1,1871
0,32,1872
0,0,1873
0,21,1874
0,44,1875
0,90,1876
0,79,1877
0,9,1878
0,7,1879
0,57,1880
0,24,1881
0,71,1882
0,91,1883
0,42,1884
0,0,1885
0,59,1886
0,32,1887
0,1,1888
0,1,1889
0,68,1890
0,92,1891
0,67,1892
0,81,1893
0,34,1894
0,40,1895
0,11,1896
0,46,1897
0,7,1898
0,79,1899
0,67,1900
0,95,1901
0,100,1902
0,5,1903
0,76,1904
0,23,1905
0,32,1906
0,1,1907
0,53,1908
0,1,1909
0,59,1910
0,15,1911
0,79,1912
0,93,1913
0,23,1914
0,90,1915
0,97,1916
0,85,1917
0,91,1918
0,0,1919
0,4,1920
0,48,1921
0,20,1922
0,70,1923
0,58,1924
0,26,1925
0,39,1926
0,14,1927
0,6,1928
0,96,1929
0,49,1930
0,44,1931
0,83,1932
0,76,1933
0,58,1934
0,54,1935
0,44,1936
0,85,1937
0,73,1938
0,97,1939
0,97,1940
0,98,1941
0,79,1942
0,28,1943
0,76,1944
0,62,1945
0,47,1946
0,98,1947
0,63,1948
0,100,1949
0,48,1950
0,62,1951
0,99,1952
0,44,1953
0,96,1954
0,9,1955
0,72,1956
0,0,1957
0,9,1958
0,3,1959
0,97,1960
0,97,1961
0,92,1962
0,95,1963
0,2,1964
0,3,1965
0,25,1966
0,70,1967
0,92,1968
0,18,1969
0,9,1970
0,22,1971
0,15,1972
0,86,1973
0,8,1974
0,95,1975
0,28,1976
0,9,1977
0,74,1978
0,86,1979
0,58,1980
0,7,1981
0,98,1982
0,91,1983
0,30,1984
0,92,1985
0,27,1986
0,29,1987
0,68,1988
0,50,1989
0,76,1990
0,100,1991
0,100,1992
0,93,1993
0,53,1994
0,6,1995
0,71,1996
0,75,1997
0,70,1998
0,11,1999
0,25,2000
0,1,2001
0,49,2002
0,47,2003
0,9,2004
0,71,2005
0,84,2006
0,92,2007
0,97,2008
0,1,2009
0,100,2010
0,3,2011
0,99,2012
0,91,2013
0,74,2014
0,40,2015
0,92,2016
0,78,2017
0,56,2018
0,97,2019
0,61,2020
0,48,2021
0,25,2022
0,55,2023
0,82,2024
0,5,2025
0,98,2026
0,9,2027
0,0,2028
0,80,2029
0,98,2030
0,93,2031
0,83,2032
0,61,2033
0,51,2034
0,22,2035
0,94,2036
0,64,2037
0,71,2038
0,37,2039
0,84,2040
0,87,2041
0,48,2042
0,46,2043
0,59,2044
0,7,2045
0,36,2046
0,75,2047
0,12,2048
0,15,2049
0,55,2050
0,32,2051
0,4,2052
0,48,2053
0,12,2054
0,6,2055
0,22,2056
0,41,2057
0,20,2058
0,38,2059
0,8,2060
0,51,2061
0,7,2062
0,79,2063
0,9,2064
0,29,2065
0,45,2066
0,75,2067
0,11,2068
0,4,2069
0,49,2070
0,26,2071
0,27,2072
0,77,2073
0,35,2074
0,69,2075
0,36,2076
0,69,2077
0,35,2078
0,52,2079
0,16,2080
0,41,2081
0,35,2082
0,1,2083
0,44,2084
0,40,2085
0,3,2086
0,17,2087
0,42,2088
0,11,2089
0,19,2090
0,96,2091
0,12,2092
0,73,2093
0,5,2094
0,65,2095
0,36,2096
0,71,2097
0,60,2098
0,11,2099
0,19,2100
0,8,2101
0,56,2102
0,53,2103
0,89,2104
0,12,2105
0,52,2106
0,6,2107
0,95,2108
0,61,2109
0,71,2110
0,0,2111
0,29,2112
0,2,2113
0,46,2114
0,48,2115
0,54,2116
0,79,2117
0,100,2118
0,61,2119
