Economic: Left(0) <-> Right(200){uniform},Social: Liberalism(0) <-> Conservatism(200){uniform},Economic: Left <-> Right{gaussian-ish},Social: Liberalism <-> Conservatism{gaussian-ish},id
56,131,-0.5729347188123356,0.4578269066724904,30298
76,140,-0.29570338854827244,0.5790839008376205,30299
150,128,0.668084616509201,0.40836064456672244,30300
118,156,0.22903760491785916,0.8176790581596478,30301
54,34,-0.6000898669687726,-1.0340458770744037,30302
79,171,-0.24668363074463984,1.0811454823257913,30303
156,26,0.766883997636532,-1.2011718302426322,30304
100,167,0.0033979459574388486,1.0057802659913107,30305
194,140,1.8522056208816426,0.5804724765711797,30306
168,149,0.997374692807674,0.7073059190406283,30307
22,8,-1.2558111922719886,-1.7290806815922202,30308
125,23,0.3095255670089134,-1.2856761616944896,30309
164,97,0.9125050075495128,-0.010563114780688115,30311
79,44,-0.2506932974043829,-0.8314788476594035,30312
15,168,-1.4823185400337207,1.0412428379264493,30313
112,182,0.15766754037158318,1.3537786061450947,30314
111,77,0.13644362371140287,-0.29745510006047116,30315
173,11,1.1254928928989896,-1.6178264293400246,30316
92,49,-0.0853965838392715,-0.7372718294108325,30317
73,190,-0.33023066618119773,1.6216227562053607,30318
104,73,0.06210804013457813,-0.3532494845198166,30319
73,37,-0.3348918165504557,-0.9684508642544818,30320
181,76,1.3359821069231363,-0.3033455916307504,30321
164,97,0.9234744961691302,-0.013053298341694169,30322
43,45,-0.785147796232454,-0.8119413187234125,30323
133,145,0.4195393785149131,0.6470232574064474,30324
109,65,0.11182471485112892,-0.4759483972436219,30325
46,30,-0.7390569997633866,-1.1270128319100445,30326
63,17,-0.4757017597337087,-1.435955482346574,30327
53,147,-0.6166229476566127,0.6697670352655514,30328
128,173,0.35271981085475357,1.1285480955861302,30329
76,157,-0.29828389767472685,0.8364275697756471,30330
50,75,-0.6732969204888363,-0.3225156414372759,30331
124,176,0.30621583889170156,1.192858435953289,30332
89,42,-0.1315267897170995,-0.873246463000774,30333
200,31,3.0118989820602766,-1.097981077380768,30335
69,163,-0.3828903701341979,0.9443262365542678,30336
71,183,-0.3577616883404364,1.3849016538264651,30337
64,101,-0.4619199529478774,0.047469166138226424,30338
61,129,-0.5038634169396016,0.4209589721841095,30339
69,25,-0.38967120983898135,-1.2256206800399285,30340
133,32,0.4166334102015668,-1.0775693027549171,30341
23,106,-1.2401244960357078,0.11565123369285916,30342
178,40,1.2285719564598458,-0.9121534509725219,30343
67,59,-0.4071087444488589,-0.5704096045665338,30344
82,30,-0.20930057352598194,-1.1194046606410193,30345
189,34,1.6071752897436984,-1.0362814676664776,30346
100,13,0.006618844217062932,-1.5450221171863032,30347
166,95,0.964036508549465,-0.0432643519692621,30348
170,135,1.043152399697589,0.5022479443701381,30349
168,44,1.0021306265511578,-0.8378494366444937,30350
111,179,0.14270706125591917,1.28230927485611,30351
46,14,-0.7403087760598981,-1.5302434916213923,30352
43,75,-0.7918090393406035,-0.324502987049595,30353
122,122,0.2839157572714786,0.3272337225985277,30354
141,175,0.5275887692668829,1.168205260161385,30355
104,143,0.05920698842531555,0.6127404811048993,30356
139,57,0.502786125818269,-0.5995861350731777,30357
169,70,1.0220152939756748,-0.4068788302151259,30358
36,184,-0.9316749967239055,1.4036118191587235,30359
107,153,0.09078164683114848,0.7701459364996545,30361
8,135,-1.795943216424486,0.5083900145816089,30362
70,14,-0.37457593172208953,-1.5354682434174085,30363
0,193,-2.3939503606295833,1.7438127047250764,30364
3,194,-2.06714750159859,1.777760079012421,30365
132,131,0.40559473758629483,0.45508532041859945,30366
62,167,-0.48424153966630606,1.002881000178277,30367
23,46,-1.2464007299450213,-0.7991164872734043,30368
69,27,-0.38138839976732675,-1.1782879608740227,30369
35,187,-0.9532038500249513,1.4919992733353227,30370
185,68,1.4452387156537867,-0.43613200883895187,30371
157,150,0.7969293957210795,0.7275978002995847,30372
130,68,0.385010309595814,-0.42623809666724566,30373
84,82,-0.18631093437059598,-0.22052107158884457,30374
22,171,-1.2537706412442151,1.0921764475897602,30375
33,88,-0.9871646548758354,-0.1345019985277969,30376
82,36,-0.21153260985334948,-1.0002242047532182,30377
118,61,0.23368438182012516,-0.5469803148951997,30378
62,119,-0.48942758578244805,0.28710191055067674,30379
105,169,0.06475704396532138,1.0522385866713873,30380
35,12,-0.9417452589808717,-1.5864206223804613,30381
27,9,-1.1277027600752092,-1.696207510913513,30382
111,45,0.14554136299795498,-0.8085014955268417,30383
50,181,-0.665517133366493,1.3327192051308774,30385
67,81,-0.4147628502817129,-0.2372901887942305,30387
67,3,-0.41336756943422853,-2.017859665327364,30388
143,151,0.5610858506966524,0.7429274284218201,30389
42,51,-0.8153539647558535,-0.7015626812983782,30390
64,173,-0.45528714371696827,1.1335683345112437,30392
68,140,-0.401520154111907,0.5755103383370044,30393
44,105,-0.7653203990435292,0.09259596597380144,30394
38,184,-0.8792419520848174,1.4129817256852033,30395
185,148,1.4641303929051195,0.6848577342153033,30396
49,16,-0.6804894391084765,-1.4818412151963776,30398
22,73,-1.2766104265403855,-0.35351805403697745,30399
89,151,-0.1292558747478183,0.7438920187767646,30400
119,135,0.24009168338609793,0.5007654599117539,30401
156,15,0.7695974196160801,-1.4947070043543538,30402
30,100,-1.0568261865291086,0.03627921046276286,30403
167,87,0.9860179292615117,-0.1547126002873165,30404
139,47,0.5010248790298536,-0.7798148619507275,30405
37,1,-0.911038288933862,-2.1329987789038505,30406
158,91,0.8140857263304493,-0.09354650843527766,30407
136,54,0.45971185859090213,-0.6559976367384368,30408
126,90,0.3264560595557185,-0.10947746774050529,30409
100,24,0.01122832596759593,-1.2566439016597193,30410
51,149,-0.6548292117783788,0.7118414841186776,30411
158,86,0.8139511728705291,-0.1637048012787825,30412
106,7,0.08331415349189686,-1.7766451945625594,30413
70,115,-0.3668294472000827,0.23818221981375573,30414
172,146,1.080544106137026,0.6621069628362921,30415
135,15,0.44779477842578586,-1.5102159289173793,30416
110,37,0.1233852471670114,-0.9781770656379983,30418
179,88,1.2742506212531688,-0.1359822443727606,30419
90,28,-0.11459044552779704,-1.1562340549316208,30420
80,38,-0.24237240738499138,-0.9476562284600608,30421
75,154,-0.3082585310160263,0.7791358052721788,30422
3,5,-2.104454651212371,-1.883506395432552,30423
138,87,0.4916679230124566,-0.14757241201908192,30424
190,192,1.6444856202807017,1.7082477745309306,30425
21,31,-1.2899649991455844,-1.1055841336677932,30426
69,106,-0.390927944473476,0.11918790338854242,30427
188,59,1.5544178080375712,-0.5753863261983003,30428
109,81,0.1219006171445864,-0.23944832461574292,30429
76,121,-0.29029025426607424,0.312578734436176,30430
51,127,-0.6512528819325136,0.39269585495255727,30432
119,88,0.2440503947279263,-0.13452718098247293,30433
112,104,0.15418842911116196,0.08571009920022814,30434
149,24,0.6487862792215491,-1.2619295358560576,30435
54,154,-0.6078910764367624,0.780313535314446,30436
11,167,-1.643838993849616,1.013030907668691,30437
180,121,1.2946393646566279,0.3120306108049014,30438
75,12,-0.31183951319469244,-1.5849766371142233,30439
124,59,0.307323886716112,-0.5778829969932537,30440
101,101,0.023632061540255034,0.0398778029059162,30441
89,5,-0.12508071216641173,-1.8581303232938784,30442
12,78,-1.5970341295938861,-0.2803458739366899,30443
13,18,-1.5523691931321826,-1.4194191022674758,30444
196,69,2.035472204139661,-0.42123953896844263,30445
57,169,-0.5646030501406634,1.0539842253867866,30446
2,59,-2.144212898269969,-0.5777895198461053,30447
1,26,-2.2407611843367574,-1.2109118113677484,30448
37,47,-0.9084359184852888,-0.7871028632512014,30449
69,88,-0.380565045735138,-0.14075053665495182,30452
128,53,0.3543634964498782,-0.6660224191551763,30453
130,39,0.37434012604665895,-0.9332613161706463,30454
21,3,-1.3113014519023043,-2.0099806367148445,30455
15,191,-1.4903140187469557,1.6306992029594887,30456
197,65,2.1040080786327047,-0.47098771107262677,30457
72,14,-0.3472204204713658,-1.5263776231882602,30458
42,77,-0.8156282345358605,-0.29517403827238275,30459
11,58,-1.623139471042737,-0.5953851013020309,30460
75,29,-0.3114708001073598,-1.1496559952572862,30462
188,12,1.5587459695960628,-1.5988048607469434,30463
54,73,-0.600131150423378,-0.34945992434404266,30464
4,8,-1.9841616010163778,-1.738682376797188,30465
132,84,0.4052028102837116,-0.19504266430983805,30466
15,114,-1.470247759257085,0.22487224590317367,30467
199,102,2.358878819863013,0.05793778940415495,30468
80,151,-0.24050013792339767,0.7408845156889541,30469
107,28,0.0885727125043231,-1.1511134096374773,30470
3,129,-2.0593538532657063,0.43221941978804534,30471
124,19,0.3015093315658324,-1.3843434618662465,30472
102,100,0.028974427338921752,0.03146365653928407,30473
9,19,-1.7274574843471076,-1.3890561665363297,30474
47,148,-0.7123452547128085,0.6902982747300478,30475
52,102,-0.6334402473209935,0.05465378359945193,30477
191,27,1.7130630175863744,-1.1757207565703296,30478
115,34,0.19389273425565623,-1.0261677168711063,30479
13,68,-1.5635530920224736,-0.42500084646405634,30480
73,190,-0.32928651484023164,1.5937472033899138,30481
1,114,-2.2922621421226466,0.2194761868133802,30482
59,81,-0.5288663136144519,-0.23902230237674316,30483
18,165,-1.3807305491873711,0.9796030093920846,30484
41,22,-0.8298209706603186,-1.294125815485848,30485
42,39,-0.8140336891048384,-0.92397914576926,30486
174,26,1.1289662128728422,-1.1971551895529473,30487
81,38,-0.23210959865029937,-0.9538206895764796,30488
117,18,0.21611105601868189,-1.4061041616599124,30490
111,0,0.13680824474382106,-2.265245965775534,30491
55,1,-0.5883741566101107,-2.173439193370031,30492
58,141,-0.5484180586572388,0.5847583484254831,30493
182,88,1.365800690389867,-0.14282352912699214,30494
64,155,-0.4588866577649647,0.804198542748141,30495
155,113,0.7545562320422732,0.20449935843190106,30496
23,188,-1.2465370605607602,1.5464271149259172,30497
147,97,0.6294696251026526,-0.009763833072197015,30498
139,48,0.5047241599498679,-0.7628493647315637,30499
93,43,-0.08423196074095227,-0.8517616477422089,30500
60,112,-0.5107615453600951,0.19314276558371923,30503
175,60,1.1721703871187228,-0.559493076940558,30504
83,17,-0.20023190920229433,-1.433745816716315,30505
137,141,0.48110612258815266,0.5859172538239724,30506
116,8,0.20214151508197398,-1.737255967896716,30507
98,14,-0.018661363505701096,-1.5414667564538902,30508
34,0,-0.9738977720781054,-2.271128018332657,30509
25,108,-1.1793025903245198,0.1470869756908993,30510
25,97,-1.1754564699431522,-0.013669401140154974,30511
4,9,-2.0532536574953797,-1.6919003024365549,30512
134,173,0.4327912601649433,1.1271767771282077,30513
59,72,-0.5225669566572732,-0.37481280008992574,30514
