"pano","ons_const_id","constituency_name","country","region","constituency_type","winner_17","con_17","lab_17","ld_17","snp_17","pc_17","ukip_17","green_17","other_17","majority_17","turnout_17","con_vote_17","lab_vote_17","ld_vote_17","snp_vote_17","pc_vote_17","ukip_vote_17","green_vote_17","total_vote_17","rejected_vote_17","electorate_17","seat_change_1517","con_1517","lab_1517","ld_1517","snp_1517","pc_1517","ukip_1517","green_1517","winner_15","con_15","lab_15","ld_15","snp_15","pc_15","ukip_15","green_15","other_15","majority_15","turnout_15","con_vote_15","lab_vote_15","ld_vote_15","snp_vote_15","pc_vote_15","ukip_vote_15","green_vote_15","bnp_vote_15","total_vote_15","rejected_vote_15","electorate_15","seat_change_1015","con_1015","lab_1015","ld_1015","snp_1015","pc_1015","ukip_1015","green_1015","winner_10","con_10","lab_10","ld_10","snp_10","pc_10","ukip_10","green_10","bnp_10","majority_10","turn_10","con_vote_10","lab_vote_10","ld_vote_10","snp_vote_10","pc_vote_10","ukip_vote_10","green_vote_10","bnp_vote_10","total_vote_10","electorate_10","leave_hanretty","remain_hanretty","con_ppc_17","con_ppc_sex_17","lab_ppc_17","lab_ppc_sex_17","ld_ppc_17","ld_ppc_sex_17","snp_ppc_17","snp_ppc_sex_17","pc_ppc_17","pc_ppc_sex_17","ukip_ppc_17","ukip_ppc_sex_17","green_ppc_17","green_ppc_sex_17","con_ppc_15","con_ppc_sex_15","con_ppc_race_15","lab_ppc_15","lab_ppc_sex_15","lab_ppc_race_15","ld_ppc_15","ld_ppc_sex_15","ld_ppc_race_15","snp_ppc_15","snp_ppc_sex_15","snp_ppc_race_15","pc_ppc_15","pc_ppc_sex_15","pc_ppc_race_15","ukip_ppc_15","ukip_ppc_sex_15","ukip_ppc_race_15","green_ppc_15","green_ppc_sex_15","green_ppc_race_15"
24,"S14000010","Central Ayrshire","Scotland","Scotland","County","Scottish National Party",34.3868520859671,26.0873422494289,2.32883092687471,37.1969747377293,NA,NA,NA,NA,2.81012265176215,65.3444252815258,15504,11762,1050,16771,NA,NA,NA,45087,75,68999,NA,17.0492383466517,-0.323813066283886,0.52278846419696,-15.9778785336301,NA,NA,-1.27033521093473,"Scottish National Party",17.3376137393154,26.4111553157128,1.80604246267775,53.1748532713594,NA,NA,1.27033521093473,NA,26.7636979556466,72.5125319546993,8803,13410,917,26999,NA,NA,645,NA,50774,68,70021,"Scottish National Party gain from Labour",-3.0223862606846,-21.2988446842872,-10.1139575373223,34.1248532713594,NA,NA,1.27033521093473,"Labour",20.36,47.71,11.92,19.05,NA,NA,NA,NA,27.3,64.3,8943,20950,5236,8364,NA,NA,NA,NA,43915,68352,41.62213279,58.37786721,"Hollins Martin, Caroline","Woman","McDonald, Nairn","Man","Inglis, Tom","Man","Whitford, Philippa","Woman",NA,NA,NA,NA,NA,NA,"Hope, Marc","Man","White","Donohoe, Brian Harrold","Man","White","Bain, Gordon Charles","Man","White","Whitford, Philippa","Woman","White",NA,NA,NA,NA,NA,NA,"Tudhope, Veronika","Woman","White"
25,"S14000048","North Ayrshire and Arran","Scotland","Scotland","County","Scottish National Party",31.2398541100078,27.4914089347079,2.36965825480151,38.8990787004828,NA,NA,NA,NA,7.65922459047499,64.8204329288291,14818,13040,1124,18451,NA,NA,NA,47433,82,73176,NA,16.4484156203384,-0.48015170313575,0.706363966806559,-14.2687915031594,NA,-2.40583638084984,NA,"Scottish National Party",14.7914384896694,27.9715606378437,1.66329428799495,53.1678702036422,NA,2.40583638084984,NA,NA,25.1963095657985,71.075721391722,7968,15068,896,28641,NA,1296,NA,NA,53869,86,75791,"Scottish National Party gain from Labour",-0.848561510330617,-19.4284393621563,-8.37670571200505,27.2178702036422,NA,2.40583638084984,NA,"Labour",15.64,47.4,10.04,25.95,NA,NA,NA,NA,21.5,61.5,7212,21860,4630,11965,NA,NA,NA,NA,46116,74223,42.39658754,57.60341246,"Rocks, David","Man","Rimicans, Christopher","Man","Dickson, Mark","Man","Gibson, Patricia","Woman",NA,NA,NA,NA,NA,NA,"Greene, Jamie","Man","White","Clark, Katy","Woman","White","Kirkwood, Ruby","Woman","White","Gibson, Patricia","Woman","White",NA,NA,NA,"McGonigal, Sharon","Woman","White",NA,NA,NA
26,"E14000539","Banbury","England","South East","County","Conservative",54.2347552061337,34.0940840128651,5.60735518664111,NA,NA,2.56814268542283,1.98986387706702,1.50579903187031,20.1406711932686,73.4419736590953,33388,20989,3452,NA,NA,1581,1225,61562,115,83824,NA,1.22654944141155,12.7970215387236,-0.322861335217944,NA,NA,-11.309253535788,-2.64053193040781,"Conservative",53.0082057647221,21.2970624741415,5.93021652185905,NA,NA,13.8773962212109,4.63039580747483,1.25672321059164,31.7111432905806,67.1233510761398,30749,12354,3440,NA,NA,8050,2686,NA,58008,183,86420,NA,0.198205764722104,2.1370624741415,-14.4797834781409,NA,NA,8.88739622121087,2.92039580747483,"Conservative",52.81,19.16,20.41,NA,NA,4.99,1.71,NA,32.4,64.7,29703,10773,11476,NA,NA,2806,959,NA,56241,84379,50.34779774,49.65220226,"Prentis, Victoria","Woman","Woodcock, Sean","Man","Howson, John","Man",NA,NA,NA,NA,"Bird, Dickie","Man","Middleton, Ian","Man","Prentis, Victoria Mary Boswell","Woman","White","Woodcock, Sean","Man","White","Howson, John Orrell","Man","White",NA,NA,NA,NA,NA,NA,"Bird, Kenrick (Dickie)","Man","White","Middleton, Ian Michael","Man","White"
27,"S14000007","Banff and Buchan","Scotland","Scotland","County","Conservative",47.9696467593593,9.45176860456739,3.47717503542012,39.1014096006532,NA,NA,NA,NA,8.86823715870615,61.6011597461576,19976,3936,1448,16283,NA,NA,NA,41643,46,67601,"Conservative gain from Scottish National Party",19.1546387600606,3.65063336162979,-1.66648360272667,-21.1387885189637,NA,NA,NA,"Scottish National Party",28.8150079992987,5.80113524293761,5.14365863814679,60.2401981196169,NA,NA,NA,NA,31.4251901203182,66.505852001924,13148,2647,2347,27487,NA,NA,NA,NA,45629,112,68609,NA,-1.96499200070131,-8.18886475706239,-6.20634136185321,18.9901981196169,NA,NA,NA,"Scottish National Party",30.78,13.99,11.35,41.25,NA,NA,NA,2.63,10.5,59.8,11841,5382,4365,15868,NA,NA,NA,1010,38466,64300,61.37734628,38.62265372,"Duguid, David","Man","Stott, Caitlin","Woman","Milne, Galen","Man","Whiteford, Eilidh","Woman",NA,NA,NA,NA,NA,NA,"Johnstone, Alex","Man","White","Hoque, Sumon","Man","BME","Evans, David","Man","White","Whiteford, Eilidh","Woman","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"E14000540","Barking","England","London","Borough","Labour",22.4648167956543,67.7845592399169,1.25631829526626,NA,NA,6.35709641561274,1.51848822332683,0.618721030222957,45.3197424442627,61.903092622887,10711,32319,599,NA,NA,3031,724,47679,103,77022,NA,6.15711019032447,10.1046726201823,-0.0494134488846663,NA,NA,-15.840343234953,-0.5655711619105,"Labour",16.3077066053298,57.6798866197347,1.30573174415093,NA,NA,22.1974396505657,2.08405938523733,0.425175994981529,35.4824469691689,58.181596982846,7019,24826,562,NA,NA,9554,897,NA,43041,111,73977,NA,-1.4922933946702,3.36988661973467,-6.89426825584907,NA,NA,19.3274396505657,1.38405938523733,"Labour",17.8,54.31,8.2,NA,NA,2.87,0.7,14.6,36.5,61.4,8073,24628,3719,NA,NA,1300,317,6620,45343,73864,59.97487956,40.02512044,"Talati, Minesh","Man","Hodge, Margaret","Woman","Pearce, Pauline","Woman",NA,NA,NA,NA,"Gravett, Roger","Man","Butterfield, Shannon","Woman","Rahman, Mina","Woman","BME","Hodge, Margaret Eve","Woman","White","Willcock, Peter Anthony","Man","White",NA,NA,NA,NA,NA,NA,"Gravett, Roger","Man","White","Rablen, Tony Ford","Man","White"
29,"E14000541","Barnsley Central","England","Yorkshire and The Humber","Borough","Labour",24.1410187530381,63.9138332437895,1.40455906055722,NA,NA,8.54248215519226,1.45828536342006,0.539821424002866,39.7728144907514,60.8793844620273,9436,24982,549,NA,NA,3339,570,39087,66,64204,NA,9.13828352327879,8.18079166829716,-0.701567854103613,NA,NA,-13.1779773634073,-1.10736015080313,"Labour",15.0027352297593,55.7330415754923,2.10612691466083,NA,NA,21.7204595185996,2.56564551422319,2.87199124726477,34.0125820568928,56.6523073108749,5485,20376,770,NA,NA,7941,938,NA,36560,110,64534,NA,-2.2572647702407,8.47304157549234,-15.1738730853392,NA,NA,17.0504595185996,2.56564551422319,"Labour",17.26,47.26,17.28,NA,NA,4.67,NA,8.94,30,56.5,6388,17487,6394,NA,NA,1727,NA,3307,37001,65451,68.18813044,31.81186956,"Ford, Amanda","Woman","Jarvis, Dan","Man","Ridgway, David","Man",NA,NA,NA,NA,"Felton, Gavin","Man","Trotman, Richard","Man","Carter, Kay Julie","Woman","White","Jarvis, Dan","Man","White","Ridgway, Jonh Anthony David","Man","White",NA,NA,NA,NA,NA,NA,"Hunter, Lee James","Man","White","Short, Michael","Man","White"
30,"E14000542","Barnsley East","England","Yorkshire and The Humber","County","Labour",26.9692956641161,59.5448302923288,1.83931724543849,NA,NA,7.96301746125172,NA,3.68353933686483,32.5755346282127,58.9129366891091,10997,24280,750,NA,NA,3247,NA,40776,91,69214,NA,12.3731433158024,4.8183458828473,-1.32032654821106,NA,NA,-15.5201198547386,NA,"Labour",14.5961523483137,54.7264844094815,3.15964379364956,NA,NA,23.4831373159903,NA,4.03458213256484,31.2433470934912,55.7127359513994,5622,21079,1217,NA,NA,9045,NA,NA,38517,180,69135,NA,-1.89384765168627,7.67648440948152,-15.0003562063504,NA,NA,18.9731373159903,NA,"Labour",16.49,47.05,18.16,NA,NA,4.51,NA,8.6,28.9,56.1,6329,18059,6969,NA,NA,1731,NA,3301,38386,68401,70.98499348,29.01500652,"Lloyd, Andrew","Man","Peacock, Stephanie","Woman","Turner, Nicola","Woman",NA,NA,NA,NA,"Dalton, James","Man",NA,NA,"Harborne, Katharine Mary","Woman","White","Dugher, Michael Vincent","Man","White","Coleman-Taylor, Ruth","Woman","White",NA,NA,NA,NA,NA,NA,"Swiffen, Robert Graham","Man","White",NA,NA,NA
31,"E14000543","Barrow and Furness","England","North West","County","Labour",47.0329901239756,47.47215801639,2.68543811725152,NA,NA,2.02143307417525,0.787980668207607,-1.4210854715202e-14,0.439167892414373,68.500446210093,22383,22592,1278,NA,NA,962,375,47590,60,69474,NA,6.53616747810619,5.13824698230565,-0.0158905944758017,NA,NA,-9.69433815632735,-1.66378131908298,"Labour",40.4968226458694,42.3339110340843,2.70132871172733,NA,NA,11.7157712305026,2.45176198729058,0.300404390525708,1.8370883882149,63.324943662384,17525,18320,1169,NA,NA,5070,1061,NA,43275,159,68338,NA,4.19682264586945,-5.77608896591565,-7.32867128827267,NA,NA,9.8057712305026,1.25176198729058,"Labour",36.3,48.11,10.03,NA,NA,1.91,1.2,1.9,11.8,64.2,16018,21226,4424,NA,NA,841,530,840,44124,68943,57.27870645,42.72129355,"Fell, Simon","Man","Woodcock, John","Man","Birchall, Loraine","Woman",NA,NA,NA,NA,"Piper, Alan","Man","O'Hara, Rob","Man","Fell, Simon","Man","White","Woodcock, John Zak","Man","White","Peaple, Clive Jonathan","Man","White",NA,NA,NA,NA,NA,NA,"Cecil, Nigel","Man","White","O'Hara, Robert","Man","White"
32,"E14000544","Basildon and Billericay","England","East of England","Borough","Conservative",60.9577452246316,31.1256066610268,3.44627988779554,NA,NA,4.47036822654615,NA,-1.4210854715202e-14,29.8321385636048,64.9582785000506,27381,13981,1548,NA,NA,2008,NA,44918,121,69149,NA,8.27577069641737,7.45264951684158,-0.355895439898056,NA,NA,-15.3725247733609,NA,"Conservative",52.6819745282142,23.6729571441852,3.8021753276936,NA,NA,19.842892999907,NA,NA,29.009017384029,64.8529699911074,22668,10186,1636,NA,NA,8538,NA,NA,43028,198,66347,NA,-0.0580254717858182,0.612957144185181,-11.9278246723064,NA,NA,16.012892999907,NA,"Conservative",52.74,23.06,15.73,NA,NA,3.83,NA,4.65,29.7,63.5,21922,9584,6538,NA,NA,1591,NA,1934,41569,65515,67.13587731,32.86412269,"Baron, John","Man","Block, Kayte","Woman","Harrison, Antonia","Woman",NA,NA,NA,NA,"Hughes, Tina","Woman",NA,NA,"Baron, John Charles","Man","White","Callaghan, Gavin Dominc","Man","White","Thompson, Martin Adam","Man","White",NA,NA,NA,NA,NA,NA,"Konstantinidis, George","Man","White",NA,NA,NA
33,"E14000933","South Basildon and East Thurrock","England","East of England","County","Conservative",56.8994057724958,32.5148556876061,1.553480475382,NA,NA,6.77631578947368,1.44312393887946,0.812818336162991,24.3845500848896,64.076587296191,26811,15321,732,NA,NA,3193,680,47120,75,73537,NA,13.4980064348781,7.30703869815598,-1.42066029184104,NA,NA,-19.7562659664976,NA,"Conservative",43.4013993376176,25.2078169894501,2.97414076722304,NA,NA,26.5325817559713,NA,1.8840611497379,16.8688175816463,64.0756095847094,19788,11493,1356,NA,NA,12097,NA,NA,45593,106,71155,NA,-0.468600662382379,-5.75218301054987,-10.385859232777,NA,NA,20.6325817559713,NA,"Conservative",43.87,30.96,13.36,NA,NA,5.9,NA,5.63,12.9,62.3,19624,13852,5977,NA,NA,2639,NA,2518,44735,71874,72.99557169,27.00442831,"Metcalfe, Stephen","Man","Taylor, Byron","Man","Banerji, Reetendra","Man",NA,NA,NA,NA,"Whittle, Peter","Man","Harman, Sim","Man","Metcalfe, Stephen","Man","White","Le-Surf, Mike","Man","White","Williams, Geoff","Man","White",NA,NA,NA,NA,NA,NA,"Luder, Ian","Man","White",NA,NA,NA
34,"E14000545","Basingstoke","England","South East","Borough","Conservative",52.7340957827019,35.8184417441029,6.08649035025018,NA,NA,3.00393137955683,1.97641172265904,0.380629020729103,16.915654038599,68.3480916030534,29510,20044,3406,NA,NA,1681,1106,55960,138,81875,NA,4.18296156007777,8.11100335387005,-1.29726125122695,NA,NA,-12.6151808368875,NA,"Conservative",48.5511342226242,27.7074383902329,7.38375160147713,NA,NA,15.6191122164443,NA,0.738563569221494,20.8436958323913,66.6239879495387,25769,14706,3919,NA,NA,8290,NA,NA,53076,219,79665,NA,-1.96886577737585,7.31743839023287,-17.1262483985229,NA,NA,11.5191122164443,NA,"Conservative",50.52,20.39,24.51,NA,NA,4.1,NA,NA,26,67.1,25590,10327,12414,NA,NA,2076,NA,NA,50654,75326,53.59878197,46.40121803,"Miller, Maria","Woman","Bridgeman, Terry","Man","Shaw, John","Man",NA,NA,NA,NA,"Stone, Alan","Man","Winter, Richard","Man","Miller, Maria Fraces Lewis","Woman","White","Harvey, Paul Duncan","Man","White","Spalding, Janice Ursula","Woman","White",NA,NA,NA,NA,NA,NA,"Stone, Alan Harvey","Man","White",NA,NA,NA
35,"E14000546","Bassetlaw","England","East Midlands","County","Labour",43.2822966507177,52.5684210526316,2.20861244019139,NA,NA,NA,NA,1.94066985645932,9.28612440191388,66.5266106442577,22615,27467,1154,NA,NA,NA,NA,52250,127,78540,NA,12.6020231617039,3.94702479788914,-0.491787243307973,NA,NA,-15.956907220678,-2.04102335206638,"Labour",30.6802734890138,48.6213962547424,2.70039968349936,NA,NA,15.956907220678,2.04102335206638,NA,17.9411227657287,64.1817282150112,15122,23965,1331,NA,NA,7865,1006,NA,49289,170,76796,NA,-3.20972651098623,-1.83860374525756,-8.53960031650064,NA,NA,12.366907220678,2.04102335206638,"Labour",33.89,50.46,11.24,NA,NA,3.59,NA,NA,16.6,64.8,16803,25018,5570,NA,NA,1779,NA,NA,49577,76513,68.32275495,31.67724505,"Simpson, Annette","Woman","Mann, John","Man","Duveen, Leon","Man",NA,NA,NA,NA,NA,NA,NA,NA,"Downes, Sarah Catherine","Woman","White","Mann, John","Man","White","Duveen, Leon Maurice","Man","White",NA,NA,NA,NA,NA,NA,"Scott, David John (Dave)","Man","White","Wragg, Kris","Man","White"
36,"E14000547","Bath","England","South West","Borough","Liberal Democrat",35.7824254280701,14.6804348264526,47.2662001089083,NA,NA,NA,2.27093963656899,NA,11.4837746808382,74.2505016622241,17742,7279,23436,NA,NA,NA,1126,49583,112,66778,"Liberal Democrat gain from Conservative",-2.02578794144672,1.50172937560774,17.5844310754739,NA,NA,-6.19500922254966,-9.67385227302882,"Conservative",37.8082133695168,13.1787054508449,29.6817690334344,NA,NA,6.19500922254966,11.9447919095978,1.19151101405644,8.12644433608243,74.7685625515186,17833,6216,14000,NA,NA,2922,5634,NA,47167,192,63084,"Conservative gain from Liberal Democrat",6.44821336951682,6.27870545084487,-26.9182309665656,NA,NA,4.30500922254966,9.56479190959781,"Liberal Democrat",31.36,6.9,56.6,NA,NA,1.89,2.38,NA,25.2,71.8,14768,3251,26651,NA,NA,890,1120,NA,47086,66686,31.72454892,68.27545108,"Howlett, Ben","Man","Rayment, Joe","Man","Hobhouse, Wera","Woman",NA,NA,NA,NA,NA,NA,"Field, Eleanor","Woman","Howlett, Ben","Man","White","Middleton, Ollie","Man","White","Bradley, Steve","Man","White",NA,NA,NA,NA,NA,NA,"Deverell, Julian Richard","Man","White","Tristram, Dominic Barrington","Man","White"
37,"E14000548","Batley and Spen","England","Yorkshire and The Humber","Borough","Labour",38.830420230569,55.4927482335441,2.27593901078468,NA,NA,NA,1.29230197099293,2.10859055410933,16.6623280029751,67.0899814124075,20883,29844,1224,NA,NA,NA,695,53780,128,80161,NA,7.59168729211933,12.2549661855637,-2.47058924849146,NA,NA,-17.9876780443353,-1.14831690022084,"Labour",31.2387329384497,43.2377820479804,4.74652825927613,NA,NA,17.9876780443353,2.44061887121377,0.348659838744825,11.9990491095307,64.408661146058,15769,21826,2396,NA,NA,9080,1232,NA,50479,200,78373,NA,-2.33126706155035,1.04778204798036,-11.0934717407239,NA,NA,17.9876780443353,1.26061887121377,"Labour",33.57,42.19,15.84,NA,NA,NA,1.18,7.21,8.6,66.6,17159,21565,8095,NA,NA,NA,605,3685,51109,76738,59.62839763,40.37160237,"Myatt, Ann","Woman","Brabin, Tracy","Woman","Lawson, John","Man",NA,NA,NA,NA,NA,NA,"Freeman, Alan","Man","Ameen, Imtiaz Ali","Man","BME","Cox, Jo","Woman","White","Lawson, John Craig","Man","White",NA,NA,NA,NA,NA,NA,"Lukic, Aleksandar","Man","White","Bullock, Ian James","Man","White"
38,"E14000549","Battersea","England","London","Borough","Labour",41.5489120563769,45.9370118783828,7.99338879000327,NA,NA,0.648407134294744,1.57288677394747,2.29939336699481,4.38809982200588,70.9748111480651,22876,25292,4401,NA,NA,357,866,55058,112,77574,"Labour gain from Conservative",-10.8310138710006,9.11233668095377,3.60194045467768,NA,NA,-2.45950766259342,-1.72314896903228,"Conservative",52.3799259273775,36.824675197429,4.39144833532559,NA,NA,3.10791479688817,3.29603574297976,NA,15.5552507299485,67.0481270775578,26730,18792,2241,NA,NA,1586,1682,NA,51031,141,76111,NA,5.02992592737748,1.72467519742901,-10.3185516646744,NA,NA,2.06791479688817,2.14603574297976,"Conservative",47.35,35.1,14.71,NA,NA,1.04,1.15,NA,12.3,65.7,23103,17126,7176,NA,NA,505,559,NA,48792,74311,22.04674055,77.95325945,"Ellison, Jane","Woman","De Cordova, Marsha","Woman","Davis, Richard","Man",NA,NA,NA,NA,"Power, Eugene","Man","Davis, Lois","Woman","Ellison, Jane","Woman","White","Martindale, Will","Man","White","Taylor, Luke Alexander","Man","White",NA,NA,NA,NA,NA,NA,"Howe, Christopher Jeffrey","Man","White","Stuart, Joe","Man","BME"
39,"E14000550","Beaconsfield","England","South East","County","Conservative",65.2513029199686,21.4464196473192,7.93888769900764,NA,NA,2.87177839651603,2.49161133718855,NA,43.8048832726494,72.271812599969,36559,12016,4448,NA,NA,1609,1396,56028,109,77524,NA,2.00995085180088,10.0211802891189,0.552171373743827,NA,NA,-10.8783861916374,-1.70491632302626,"Conservative",63.2413520681677,11.4252393582003,7.38671632526381,NA,NA,13.7501645881534,4.19652766021481,NA,49.4911874800143,71.1439124267323,33621,6074,3927,NA,NA,7310,2231,NA,53163,261,74726,NA,2.18135206816771,-0.264760641799747,-12.1832836747362,NA,NA,8.80016458815341,2.73652766021481,"Conservative",61.06,11.69,19.57,NA,NA,4.95,1.46,NA,41.5,70,32053,6135,10271,NA,NA,2597,768,NA,52490,74982,49.00626733,50.99373267,"Grieve, Dominic","Man","English, James","Man","Chapman, Peter","Man",NA,NA,NA,NA,"Conway, Jon","Man","Secker, Russell","Man","Grieve, Dominic","Man","White","Clements, Tony","Man","White","Chapman, Peter Jeffrey","Man","White",NA,NA,NA,NA,NA,NA,"Scott, Tim","Man","White","Hampton, Dave","Man","White"
40,"E14000551","Beckenham","England","London","Borough","Conservative",59.3298469881852,30.1084640712764,7.8888243269417,NA,NA,NA,2.67286461359675,NA,29.2213829169088,76.0103054839897,30632,15545,4073,NA,NA,NA,1380,51630,182,67925,NA,2.04853231490689,10.675232507643,0.967118694091261,NA,NA,-12.5156240395058,-1.17525947713538,"Conservative",57.2813146732783,19.4332315636334,6.92170563285044,NA,NA,12.5156240395058,3.84812409073213,NA,37.8480831096449,72.3661382879343,27955,9484,3378,NA,NA,6108,1878,NA,48803,119,67439,NA,-0.588685326721716,4.98323156363338,-13.6582943671496,NA,NA,9.26562403950577,2.56812409073213,"Conservative",57.87,14.45,20.58,NA,NA,3.25,1.28,2.1,37.3,72,27597,6893,9813,NA,NA,1551,608,1001,47686,66219,48.38170491,51.61829509,"Stewart, Bob","Man","Ahmad, Marina","Woman","Ireland, Julie","Woman",NA,NA,NA,NA,NA,NA,"Fabricant, Ruth","Woman","Stewart, Bob","Man","White","Ahmad, Marina","Woman","BME","Prashar, Anuja","Woman","BME",NA,NA,NA,NA,NA,NA,"Bryant, Rob","Man","White","Fabricant, Ruth","Woman","White"
41,"E14000552","Bedford","England","East of England","Borough","Labour",45.2207095709571,46.8481848184818,5.85189768976898,NA,NA,NA,2.07920792079208,NA,1.62747524752475,67.4936307062607,21923,22712,2837,NA,NA,NA,1008,48480,176,71829,"Labour gain from Conservative",2.63727859408777,6.64508626360618,1.60331894568184,NA,NA,-9.62114308032808,-0.984629253187003,"Conservative",42.5834309768693,40.2030985548757,4.24857874408714,NA,NA,9.62114308032808,3.06383717397908,0.279911469860695,2.38033242199366,66.4916102783108,19625,18528,1958,NA,NA,4434,1412,NA,46086,258,69311,NA,3.68343097686933,4.30309855487567,-15.6114212559129,NA,NA,7.10114308032808,2.19383717397908,"Conservative",38.9,35.9,19.86,NA,NA,2.52,0.87,1.68,3,65.8,17546,16193,8957,NA,NA,1136,393,757,45102,67644,51.94916653,48.05083347,"Fuller, Richard","Man","Yasin, Mohammad","Man","Vann, Henry","Man",NA,NA,NA,NA,NA,NA,"Bywater, Lucy","Woman","Fuller, Richard Quintin","Man","White","Hall, Patrick","Man","White","Rogers, Mahmud Henry","Man","White",NA,NA,NA,NA,NA,NA,"Smith, Charlie","Man","White","Foley, Ben","Man","White"
42,"E14000813","Mid Bedfordshire","England","East of England","County","Conservative",61.6680921156831,28.4345402135006,5.99955652697266,NA,NA,NA,2.84139503943742,1.05641610440621,33.2335519021825,75.0204964294626,38936,17953,3788,NA,NA,NA,1794,63138,185,84161,NA,5.61573248771204,12.5595832724052,-1.22228294943106,NA,NA,-15.4426455390975,-1.39904588374549,"Conservative",56.0523596279711,15.8749569410954,7.22183947640372,NA,NA,15.4426455390975,4.24044092318291,1.1677574922494,40.1774026868756,73.9608412631686,32544,9217,4193,NA,NA,8966,2462,NA,58060,228,78501,NA,3.56235962797106,1.10495694109542,-17.6681605235963,NA,NA,10.2926455390975,2.83044092318291,"Conservative",52.49,14.77,24.89,NA,NA,5.15,1.41,NA,27.6,72.2,28815,8108,13663,NA,NA,2826,773,NA,54897,76023,52.88045363,47.11954637,"Dorries, Nadine","Woman","Meades, Rhiannon","Woman","French, Lisa","Woman",NA,NA,NA,NA,NA,NA,"Ellis, Gareth","Man","Dorries, Nadine Vanessa","Woman","White","Pullen, Charlynne","Woman","White","Jack, Linda Anne","Woman","White",NA,NA,NA,NA,NA,NA,"Wickens, Nigel Mark","Man","White","Ellis, Gareth","Man","White"
43,"E14000841","North East Bedfordshire","England","East of England","County","Conservative",60.945188414824,28.4599813142323,5.75054500155715,NA,NA,2.95235129243226,1.89193397695422,NA,32.4852071005917,73.3900919947432,39139,18277,3693,NA,NA,1896,1215,64220,134,87505,NA,1.47729913203157,12.699482268691,-0.0750617614643962,NA,NA,-11.66961489246,-2.43210474679817,"Conservative",59.4678892827925,15.7604990455413,5.82560676302154,NA,NA,14.6219661848923,4.32403872375239,NA,43.7073902372512,70.2229775825544,34891,9247,3418,NA,NA,8579,2537,NA,58672,195,83551,NA,3.68788928279248,-0.359500954458685,-15.8643932369785,NA,NA,10.4919661848923,4.32403872375239,"Conservative",55.78,16.12,21.69,NA,NA,4.13,NA,2.28,34.1,71.2,30989,8957,12047,NA,NA,2294,NA,1265,55552,78060,53.43760549,46.56239451,"Burt, Alistair","Man","Vaughan, Julian","Man","Rutherford, Stephen","Man",NA,NA,NA,NA,"Strachan, Duncan","Man","Fleming, Philippa","Woman","Burt, Alistair James Hendrie","Man","White","Ali, Saqhib Ijthehad","Man","BME","Morris, Peter","Man","White",NA,NA,NA,NA,NA,NA,"Smyth, Adrianne","Woman","White","Bowler, Mark","Man","White"
